,Reaction Type,Datetime,Content Type,Content ID,Category,Sentiment,Score,,,,
13127,dislike,28-10-2020 03:29,GIF,69ce055c-e0bd-46c5-b856-bf2254d1c490,healthy eating,negative,10,,,,
13128,scared,07-03-2021 11:31,GIF,2d7084fb-b457-4813-829f-73911025eeaa,cooking,negative,15,,,,
13129,scared,01-02-2021 02:32,GIF,2d7084fb-b457-4813-829f-73911025eeaa,cooking,negative,15,,,,
13130,dislike,26-08-2020 04:32,GIF,2d7084fb-b457-4813-829f-73911025eeaa,cooking,negative,10,,,,
13131,peeking,02-02-2021 20:14,GIF,2d7084fb-b457-4813-829f-73911025eeaa,cooking,neutral,35,,,,
13132,super love,18-06-2021 05:23,GIF,2d7084fb-b457-4813-829f-73911025eeaa,cooking,positive,75,,,,
13133,interested,22-10-2020 01:06,GIF,2d7084fb-b457-4813-829f-73911025eeaa,cooking,positive,30,,,,
13134,peeking,07-07-2020 05:20,GIF,2d7084fb-b457-4813-829f-73911025eeaa,cooking,neutral,35,,,,
13135,super love,12-01-2021 04:10,GIF,2d7084fb-b457-4813-829f-73911025eeaa,cooking,positive,75,,,,
13136,love,18-03-2021 18:48,GIF,2d7084fb-b457-4813-829f-73911025eeaa,cooking,positive,65,,,,
13137,love,28-08-2020 05:03,GIF,2d7084fb-b457-4813-829f-73911025eeaa,cooking,positive,65,,,,
13138,cherish,20-10-2020 06:35,GIF,2d7084fb-b457-4813-829f-73911025eeaa,cooking,positive,70,,,,
13139,cherish,31-05-2021 15:54,GIF,2d7084fb-b457-4813-829f-73911025eeaa,cooking,positive,70,,,,
13140,adore,02-09-2020 02:26,GIF,2d7084fb-b457-4813-829f-73911025eeaa,cooking,positive,72,,,,
13141,indifferent,15-06-2021 23:54,GIF,2d7084fb-b457-4813-829f-73911025eeaa,cooking,neutral,20,,,,
13142,intrigued,28-09-2020 00:00,GIF,2d7084fb-b457-4813-829f-73911025eeaa,cooking,positive,45,,,,
13143,cherish,26-02-2021 07:13,GIF,2d7084fb-b457-4813-829f-73911025eeaa,cooking,positive,70,,,,
13144,peeking,05-03-2021 06:18,GIF,2d7084fb-b457-4813-829f-73911025eeaa,cooking,neutral,35,,,,
13145,adore,26-02-2021 02:08,GIF,2d7084fb-b457-4813-829f-73911025eeaa,cooking,positive,72,,,,
13146,interested,12-05-2021 04:23,GIF,2d7084fb-b457-4813-829f-73911025eeaa,cooking,positive,30,,,,
13147,indifferent,04-01-2021 03:48,GIF,2d7084fb-b457-4813-829f-73911025eeaa,cooking,neutral,20,,,,
13148,love,25-11-2020 16:04,GIF,2d7084fb-b457-4813-829f-73911025eeaa,cooking,positive,65,,,,
13149,peeking,01-12-2020 13:09,GIF,2d7084fb-b457-4813-829f-73911025eeaa,cooking,neutral,35,,,,
13150,peeking,21-07-2020 13:52,GIF,2d7084fb-b457-4813-829f-73911025eeaa,cooking,neutral,35,,,,
13151,love,16-04-2021 07:44,GIF,2d7084fb-b457-4813-829f-73911025eeaa,cooking,positive,65,,,,
13152,indifferent,10-04-2021 15:51,GIF,2d7084fb-b457-4813-829f-73911025eeaa,cooking,neutral,20,,,,
13153,heart,01-11-2020 09:38,GIF,2d7084fb-b457-4813-829f-73911025eeaa,cooking,positive,60,,,,
13154,peeking,17-12-2020 17:27,GIF,2d7084fb-b457-4813-829f-73911025eeaa,cooking,neutral,35,,,,
13155,heart,19-07-2020 13:41,GIF,2d7084fb-b457-4813-829f-73911025eeaa,cooking,positive,60,,,,
13156,scared,26-09-2020 07:01,GIF,2d7084fb-b457-4813-829f-73911025eeaa,cooking,negative,15,,,,
13157,intrigued,14-02-2021 12:22,GIF,2d7084fb-b457-4813-829f-73911025eeaa,cooking,positive,45,,,,
13158,adore,19-12-2020 00:44,GIF,2d7084fb-b457-4813-829f-73911025eeaa,cooking,positive,72,,,,
13159,like,03-09-2020 21:14,GIF,2d7084fb-b457-4813-829f-73911025eeaa,cooking,positive,50,,,,
13160,disgust,30-06-2020 16:52,GIF,2d7084fb-b457-4813-829f-73911025eeaa,cooking,negative,0,,,,
13161,indifferent,25-11-2020 03:30,GIF,2d7084fb-b457-4813-829f-73911025eeaa,cooking,neutral,20,,,,
13162,like,20-02-2021 22:18,GIF,2d7084fb-b457-4813-829f-73911025eeaa,cooking,positive,50,,,,
13163,indifferent,16-02-2021 11:25,GIF,2d7084fb-b457-4813-829f-73911025eeaa,cooking,neutral,20,,,,
13164,cherish,18-08-2020 18:53,GIF,2d7084fb-b457-4813-829f-73911025eeaa,cooking,positive,70,,,,
13165,hate,16-12-2020 07:58,GIF,2d7084fb-b457-4813-829f-73911025eeaa,cooking,negative,5,,,,
13166,want,22-07-2020 19:51,GIF,2d7084fb-b457-4813-829f-73911025eeaa,cooking,positive,70,,,,
13167,intrigued,07-05-2021 08:50,GIF,ab07c995-56e6-462c-9325-bd4a2ffd8c39,tennis,positive,45,,,,
13168,worried,14-02-2021 04:09,GIF,ab07c995-56e6-462c-9325-bd4a2ffd8c39,tennis,negative,12,,,,
13169,adore,01-12-2020 21:35,GIF,ab07c995-56e6-462c-9325-bd4a2ffd8c39,tennis,positive,72,,,,
13170,adore,15-08-2020 15:18,GIF,ab07c995-56e6-462c-9325-bd4a2ffd8c39,tennis,positive,72,,,,
13171,disgust,12-01-2021 16:29,GIF,ab07c995-56e6-462c-9325-bd4a2ffd8c39,tennis,negative,0,,,,
13172,dislike,23-11-2020 19:26,GIF,ab07c995-56e6-462c-9325-bd4a2ffd8c39,tennis,negative,10,,,,
13173,like,13-07-2020 00:05,GIF,ab07c995-56e6-462c-9325-bd4a2ffd8c39,tennis,positive,50,,,,
13174,cherish,16-07-2020 14:08,GIF,ab07c995-56e6-462c-9325-bd4a2ffd8c39,tennis,positive,70,,,,
13175,love,28-09-2020 13:39,GIF,ab07c995-56e6-462c-9325-bd4a2ffd8c39,tennis,positive,65,,,,
13176,peeking,20-06-2020 22:41,GIF,ab07c995-56e6-462c-9325-bd4a2ffd8c39,tennis,neutral,35,,,,
13177,dislike,08-03-2021 09:09,GIF,ab07c995-56e6-462c-9325-bd4a2ffd8c39,tennis,negative,10,,,,
13178,peeking,02-05-2021 21:14,GIF,ab07c995-56e6-462c-9325-bd4a2ffd8c39,tennis,neutral,35,,,,
13179,like,30-06-2020 01:48,GIF,ab07c995-56e6-462c-9325-bd4a2ffd8c39,tennis,positive,50,,,,
13180,peeking,28-01-2021 12:50,GIF,ab07c995-56e6-462c-9325-bd4a2ffd8c39,tennis,neutral,35,,,,
13181,indifferent,14-08-2020 04:34,GIF,ab07c995-56e6-462c-9325-bd4a2ffd8c39,tennis,neutral,20,,,,
13182,interested,10-03-2021 02:35,GIF,ab07c995-56e6-462c-9325-bd4a2ffd8c39,tennis,positive,30,,,,
13183,cherish,05-07-2020 06:42,GIF,ab07c995-56e6-462c-9325-bd4a2ffd8c39,tennis,positive,70,,,,
13184,adore,26-09-2020 11:36,GIF,ab07c995-56e6-462c-9325-bd4a2ffd8c39,tennis,positive,72,,,,
13185,adore,27-08-2020 23:23,GIF,ab07c995-56e6-462c-9325-bd4a2ffd8c39,tennis,positive,72,,,,
13186,scared,21-11-2020 14:32,GIF,ab07c995-56e6-462c-9325-bd4a2ffd8c39,tennis,negative,15,,,,
13187,scared,27-07-2020 13:34,GIF,ab07c995-56e6-462c-9325-bd4a2ffd8c39,tennis,negative,15,,,,
13188,indifferent,24-03-2021 21:48,GIF,ab07c995-56e6-462c-9325-bd4a2ffd8c39,tennis,neutral,20,,,,
13189,worried,18-02-2021 02:56,GIF,ab07c995-56e6-462c-9325-bd4a2ffd8c39,tennis,negative,12,,,,
13190,indifferent,18-10-2020 05:40,GIF,ab07c995-56e6-462c-9325-bd4a2ffd8c39,tennis,neutral,20,,,,
13191,intrigued,30-07-2020 10:08,GIF,ab07c995-56e6-462c-9325-bd4a2ffd8c39,tennis,positive,45,,,,
13192,disgust,02-10-2020 11:03,GIF,ab07c995-56e6-462c-9325-bd4a2ffd8c39,tennis,negative,0,,,,
13193,adore,20-09-2020 12:08,GIF,ab07c995-56e6-462c-9325-bd4a2ffd8c39,tennis,positive,72,,,,
13194,interested,25-10-2020 04:25,GIF,ab07c995-56e6-462c-9325-bd4a2ffd8c39,tennis,positive,30,,,,
13195,peeking,26-02-2021 02:46,GIF,ab07c995-56e6-462c-9325-bd4a2ffd8c39,tennis,neutral,35,,,,
13196,hate,23-04-2021 15:08,video,8a5dddcf-dda6-4715-a804-10d98cbf8fdc,education,negative,5,,,,
13197,heart,04-09-2020 14:34,video,8a5dddcf-dda6-4715-a804-10d98cbf8fdc,education,positive,60,,,,
13198,peeking,07-01-2021 23:58,video,8a5dddcf-dda6-4715-a804-10d98cbf8fdc,education,neutral,35,,,,
13199,intrigued,17-08-2020 15:27,video,8a5dddcf-dda6-4715-a804-10d98cbf8fdc,education,positive,45,,,,
13200,interested,09-08-2020 00:22,video,8a5dddcf-dda6-4715-a804-10d98cbf8fdc,education,positive,30,,,,
13201,super love,02-03-2021 16:16,video,8a5dddcf-dda6-4715-a804-10d98cbf8fdc,education,positive,75,,,,
13202,interested,21-07-2020 12:31,video,360df5a1-8118-4972-a5d0-27033dba1f1c,fitness,positive,30,,,,
13203,intrigued,07-04-2021 21:55,video,360df5a1-8118-4972-a5d0-27033dba1f1c,fitness,positive,45,,,,
13204,want,31-10-2020 18:20,video,360df5a1-8118-4972-a5d0-27033dba1f1c,fitness,positive,70,,,,
13205,peeking,04-05-2021 09:47,video,360df5a1-8118-4972-a5d0-27033dba1f1c,fitness,neutral,35,,,,
13206,peeking,22-08-2020 19:07,video,360df5a1-8118-4972-a5d0-27033dba1f1c,fitness,neutral,35,,,,
13207,peeking,16-04-2021 06:47,video,360df5a1-8118-4972-a5d0-27033dba1f1c,fitness,neutral,35,,,,
13208,adore,24-10-2020 20:26,video,360df5a1-8118-4972-a5d0-27033dba1f1c,fitness,positive,72,,,,
13209,indifferent,02-08-2020 13:06,video,360df5a1-8118-4972-a5d0-27033dba1f1c,fitness,neutral,20,,,,
13210,love,24-08-2020 18:55,video,360df5a1-8118-4972-a5d0-27033dba1f1c,fitness,positive,65,,,,
13211,disgust,10-07-2020 07:06,video,360df5a1-8118-4972-a5d0-27033dba1f1c,fitness,negative,0,,,,
13212,peeking,10-02-2021 00:07,video,360df5a1-8118-4972-a5d0-27033dba1f1c,fitness,neutral,35,,,,
13213,disgust,29-09-2020 06:56,video,360df5a1-8118-4972-a5d0-27033dba1f1c,fitness,negative,0,,,,
13214,want,23-04-2021 09:04,GIF,985f4b4f-de40-4a4e-a090-01e100be42e9,travel,positive,70,,,,
13215,interested,05-10-2020 21:10,GIF,985f4b4f-de40-4a4e-a090-01e100be42e9,travel,positive,30,,,,
13216,hate,05-01-2021 18:44,GIF,985f4b4f-de40-4a4e-a090-01e100be42e9,travel,negative,5,,,,
13217,scared,05-06-2021 22:18,GIF,985f4b4f-de40-4a4e-a090-01e100be42e9,travel,negative,15,,,,
13218,intrigued,29-06-2020 18:30,GIF,985f4b4f-de40-4a4e-a090-01e100be42e9,travel,positive,45,,,,
13219,disgust,13-03-2021 03:41,GIF,985f4b4f-de40-4a4e-a090-01e100be42e9,travel,negative,0,,,,
13220,hate,09-12-2020 11:42,GIF,985f4b4f-de40-4a4e-a090-01e100be42e9,travel,negative,5,,,,
13221,dislike,08-04-2021 12:00,GIF,985f4b4f-de40-4a4e-a090-01e100be42e9,travel,negative,10,,,,
13222,disgust,18-09-2020 21:42,GIF,985f4b4f-de40-4a4e-a090-01e100be42e9,travel,negative,0,,,,
13223,indifferent,30-06-2020 01:10,GIF,985f4b4f-de40-4a4e-a090-01e100be42e9,travel,neutral,20,,,,
13224,like,05-01-2021 12:31,GIF,985f4b4f-de40-4a4e-a090-01e100be42e9,travel,positive,50,,,,
13225,like,01-02-2021 03:31,GIF,985f4b4f-de40-4a4e-a090-01e100be42e9,travel,positive,50,,,,
13226,like,22-12-2020 18:51,GIF,985f4b4f-de40-4a4e-a090-01e100be42e9,travel,positive,50,,,,
13227,indifferent,27-10-2020 02:30,GIF,985f4b4f-de40-4a4e-a090-01e100be42e9,travel,neutral,20,,,,
13228,love,27-07-2020 16:16,GIF,985f4b4f-de40-4a4e-a090-01e100be42e9,travel,positive,65,,,,
13229,indifferent,27-08-2020 20:10,GIF,985f4b4f-de40-4a4e-a090-01e100be42e9,travel,neutral,20,,,,
13230,hate,07-02-2021 23:43,GIF,985f4b4f-de40-4a4e-a090-01e100be42e9,travel,negative,5,,,,
13231,disgust,08-04-2021 12:05,GIF,985f4b4f-de40-4a4e-a090-01e100be42e9,travel,negative,0,,,,
13232,indifferent,15-10-2020 18:02,GIF,985f4b4f-de40-4a4e-a090-01e100be42e9,travel,neutral,20,,,,
13233,adore,10-03-2021 17:39,GIF,985f4b4f-de40-4a4e-a090-01e100be42e9,travel,positive,72,,,,
13234,want,07-10-2020 12:09,GIF,985f4b4f-de40-4a4e-a090-01e100be42e9,travel,positive,70,,,,
13235,heart,21-08-2020 17:45,GIF,985f4b4f-de40-4a4e-a090-01e100be42e9,travel,positive,60,,,,
13236,adore,18-06-2021 02:06,GIF,985f4b4f-de40-4a4e-a090-01e100be42e9,travel,positive,72,,,,
13237,super love,01-07-2020 13:19,GIF,985f4b4f-de40-4a4e-a090-01e100be42e9,travel,positive,75,,,,
13238,peeking,07-03-2021 04:30,GIF,985f4b4f-de40-4a4e-a090-01e100be42e9,travel,neutral,35,,,,
13239,heart,12-01-2021 12:07,GIF,985f4b4f-de40-4a4e-a090-01e100be42e9,travel,positive,60,,,,
13240,cherish,11-12-2020 13:25,GIF,985f4b4f-de40-4a4e-a090-01e100be42e9,travel,positive,70,,,,
13241,indifferent,20-12-2020 19:28,GIF,985f4b4f-de40-4a4e-a090-01e100be42e9,travel,neutral,20,,,,
13242,hate,18-10-2020 09:26,GIF,985f4b4f-de40-4a4e-a090-01e100be42e9,travel,negative,5,,,,
13243,hate,25-02-2021 21:53,GIF,985f4b4f-de40-4a4e-a090-01e100be42e9,travel,negative,5,,,,
13244,heart,16-07-2020 11:13,GIF,985f4b4f-de40-4a4e-a090-01e100be42e9,travel,positive,60,,,,
13245,disgust,15-07-2020 15:20,GIF,985f4b4f-de40-4a4e-a090-01e100be42e9,travel,negative,0,,,,
13246,want,23-10-2020 00:17,GIF,985f4b4f-de40-4a4e-a090-01e100be42e9,travel,positive,70,,,,
13247,adore,01-12-2020 14:11,GIF,985f4b4f-de40-4a4e-a090-01e100be42e9,travel,positive,72,,,,
13248,cherish,26-12-2020 16:07,GIF,985f4b4f-de40-4a4e-a090-01e100be42e9,travel,positive,70,,,,
13249,worried,07-01-2021 09:49,GIF,985f4b4f-de40-4a4e-a090-01e100be42e9,travel,negative,12,,,,
13250,heart,11-11-2020 18:21,GIF,985f4b4f-de40-4a4e-a090-01e100be42e9,travel,positive,60,,,,
13251,peeking,01-07-2020 15:37,GIF,985f4b4f-de40-4a4e-a090-01e100be42e9,travel,neutral,35,,,,
13252,cherish,22-12-2020 12:35,GIF,985f4b4f-de40-4a4e-a090-01e100be42e9,travel,positive,70,,,,
13253,indifferent,15-07-2020 09:17,GIF,985f4b4f-de40-4a4e-a090-01e100be42e9,travel,neutral,20,,,,
13254,disgust,07-07-2020 14:43,GIF,985f4b4f-de40-4a4e-a090-01e100be42e9,travel,negative,0,,,,
13255,like,01-09-2020 03:16,GIF,985f4b4f-de40-4a4e-a090-01e100be42e9,travel,positive,50,,,,
13256,disgust,25-10-2020 04:18,GIF,585c17a5-df96-4a6d-b144-a499e0469546,healthy eating,negative,0,,,,
13257,cherish,27-02-2021 02:47,GIF,585c17a5-df96-4a6d-b144-a499e0469546,healthy eating,positive,70,,,,
13258,heart,05-07-2020 21:36,GIF,585c17a5-df96-4a6d-b144-a499e0469546,healthy eating,positive,60,,,,
13259,indifferent,21-06-2020 14:42,GIF,585c17a5-df96-4a6d-b144-a499e0469546,healthy eating,neutral,20,,,,
13260,worried,13-09-2020 09:55,GIF,585c17a5-df96-4a6d-b144-a499e0469546,healthy eating,negative,12,,,,
13261,heart,16-09-2020 15:48,GIF,585c17a5-df96-4a6d-b144-a499e0469546,healthy eating,positive,60,,,,
13262,want,16-11-2020 21:33,GIF,585c17a5-df96-4a6d-b144-a499e0469546,healthy eating,positive,70,,,,
13263,want,09-11-2020 13:03,GIF,585c17a5-df96-4a6d-b144-a499e0469546,healthy eating,positive,70,,,,
13264,disgust,03-07-2020 03:53,GIF,585c17a5-df96-4a6d-b144-a499e0469546,healthy eating,negative,0,,,,
13265,love,19-03-2021 00:55,GIF,585c17a5-df96-4a6d-b144-a499e0469546,healthy eating,positive,65,,,,
13266,cherish,18-03-2021 23:06,GIF,585c17a5-df96-4a6d-b144-a499e0469546,healthy eating,positive,70,,,,
13267,scared,27-01-2021 07:44,GIF,585c17a5-df96-4a6d-b144-a499e0469546,healthy eating,negative,15,,,,
13268,adore,07-01-2021 06:20,GIF,585c17a5-df96-4a6d-b144-a499e0469546,healthy eating,positive,72,,,,
13269,like,14-06-2021 22:10,GIF,585c17a5-df96-4a6d-b144-a499e0469546,healthy eating,positive,50,,,,
13270,love,10-02-2021 03:53,GIF,585c17a5-df96-4a6d-b144-a499e0469546,healthy eating,positive,65,,,,
13271,scared,21-08-2020 17:15,GIF,585c17a5-df96-4a6d-b144-a499e0469546,healthy eating,negative,15,,,,
13272,super love,11-04-2021 17:16,GIF,585c17a5-df96-4a6d-b144-a499e0469546,healthy eating,positive,75,,,,
13273,want,15-10-2020 20:12,GIF,585c17a5-df96-4a6d-b144-a499e0469546,healthy eating,positive,70,,,,
13274,peeking,20-02-2021 07:11,GIF,585c17a5-df96-4a6d-b144-a499e0469546,healthy eating,neutral,35,,,,
13275,disgust,04-11-2020 16:29,GIF,585c17a5-df96-4a6d-b144-a499e0469546,healthy eating,negative,0,,,,
13276,intrigued,09-04-2021 06:45,GIF,585c17a5-df96-4a6d-b144-a499e0469546,healthy eating,positive,45,,,,
13277,super love,11-02-2021 12:34,GIF,585c17a5-df96-4a6d-b144-a499e0469546,healthy eating,positive,75,,,,
13278,super love,14-08-2020 10:45,GIF,585c17a5-df96-4a6d-b144-a499e0469546,healthy eating,positive,75,,,,
13279,dislike,12-03-2021 10:52,GIF,585c17a5-df96-4a6d-b144-a499e0469546,healthy eating,negative,10,,,,
13280,indifferent,05-06-2021 10:12,GIF,585c17a5-df96-4a6d-b144-a499e0469546,healthy eating,neutral,20,,,,
13281,heart,02-02-2021 03:16,GIF,585c17a5-df96-4a6d-b144-a499e0469546,healthy eating,positive,60,,,,
13282,heart,09-09-2020 11:03,GIF,585c17a5-df96-4a6d-b144-a499e0469546,healthy eating,positive,60,,,,
13283,disgust,08-07-2020 07:44,GIF,585c17a5-df96-4a6d-b144-a499e0469546,healthy eating,negative,0,,,,
13284,hate,02-07-2020 02:38,GIF,585c17a5-df96-4a6d-b144-a499e0469546,healthy eating,negative,5,,,,
13285,super love,02-04-2021 13:03,GIF,585c17a5-df96-4a6d-b144-a499e0469546,healthy eating,positive,75,,,,
13286,like,09-12-2020 13:17,GIF,585c17a5-df96-4a6d-b144-a499e0469546,healthy eating,positive,50,,,,
13287,interested,06-07-2020 10:36,GIF,585c17a5-df96-4a6d-b144-a499e0469546,healthy eating,positive,30,,,,
13288,disgust,03-01-2021 06:35,GIF,585c17a5-df96-4a6d-b144-a499e0469546,healthy eating,negative,0,,,,
13289,heart,02-05-2021 15:38,GIF,585c17a5-df96-4a6d-b144-a499e0469546,healthy eating,positive,60,,,,
13290,intrigued,28-04-2021 18:17,GIF,585c17a5-df96-4a6d-b144-a499e0469546,healthy eating,positive,45,,,,
13291,heart,07-12-2020 20:49,GIF,585c17a5-df96-4a6d-b144-a499e0469546,healthy eating,positive,60,,,,
13292,disgust,28-11-2020 21:56,GIF,585c17a5-df96-4a6d-b144-a499e0469546,healthy eating,negative,0,,,,
13293,love,21-04-2021 20:02,GIF,585c17a5-df96-4a6d-b144-a499e0469546,healthy eating,positive,65,,,,
13294,indifferent,04-02-2021 00:00,photo,8ed94c6d-bcb3-460c-aa5f-69199d2495e5,soccer,neutral,20,,,,
13295,interested,24-11-2020 04:28,photo,8ed94c6d-bcb3-460c-aa5f-69199d2495e5,soccer,positive,30,,,,
13296,adore,30-01-2021 23:43,photo,8ed94c6d-bcb3-460c-aa5f-69199d2495e5,soccer,positive,72,,,,
13297,heart,27-02-2021 11:29,photo,8ed94c6d-bcb3-460c-aa5f-69199d2495e5,soccer,positive,60,,,,
13298,want,01-12-2020 17:02,photo,8ed94c6d-bcb3-460c-aa5f-69199d2495e5,soccer,positive,70,,,,
13299,super love,25-07-2020 19:52,photo,8ed94c6d-bcb3-460c-aa5f-69199d2495e5,soccer,positive,75,,,,
13300,cherish,15-06-2021 14:35,photo,8ed94c6d-bcb3-460c-aa5f-69199d2495e5,soccer,positive,70,,,,
13301,cherish,06-01-2021 03:21,photo,8ed94c6d-bcb3-460c-aa5f-69199d2495e5,soccer,positive,70,,,,
13302,heart,08-09-2020 07:51,photo,8ed94c6d-bcb3-460c-aa5f-69199d2495e5,soccer,positive,60,,,,
13303,intrigued,29-06-2020 04:16,photo,8ed94c6d-bcb3-460c-aa5f-69199d2495e5,soccer,positive,45,,,,
13304,intrigued,19-03-2021 16:08,photo,8ed94c6d-bcb3-460c-aa5f-69199d2495e5,soccer,positive,45,,,,
13305,intrigued,29-01-2021 04:04,photo,8ed94c6d-bcb3-460c-aa5f-69199d2495e5,soccer,positive,45,,,,
13306,love,25-02-2021 17:26,photo,8ed94c6d-bcb3-460c-aa5f-69199d2495e5,soccer,positive,65,,,,
13307,scared,24-02-2021 04:50,photo,8ed94c6d-bcb3-460c-aa5f-69199d2495e5,soccer,negative,15,,,,
13308,dislike,05-04-2021 05:44,photo,2c5a6a94-7291-409b-ba32-ba34c5ad7c0e,fitness,negative,10,,,,
13309,indifferent,01-09-2020 11:30,photo,2c5a6a94-7291-409b-ba32-ba34c5ad7c0e,fitness,neutral,20,,,,
13310,worried,09-11-2020 17:53,photo,2c5a6a94-7291-409b-ba32-ba34c5ad7c0e,fitness,negative,12,,,,
13311,disgust,21-07-2020 10:55,photo,2c5a6a94-7291-409b-ba32-ba34c5ad7c0e,fitness,negative,0,,,,
13312,worried,27-09-2020 05:41,photo,2c5a6a94-7291-409b-ba32-ba34c5ad7c0e,fitness,negative,12,,,,
13313,like,19-06-2020 04:55,photo,2c5a6a94-7291-409b-ba32-ba34c5ad7c0e,fitness,positive,50,,,,
13314,want,17-10-2020 08:04,photo,2c5a6a94-7291-409b-ba32-ba34c5ad7c0e,fitness,positive,70,,,,
13315,intrigued,14-09-2020 15:25,photo,2c5a6a94-7291-409b-ba32-ba34c5ad7c0e,fitness,positive,45,,,,
13316,cherish,19-09-2020 01:29,photo,2c5a6a94-7291-409b-ba32-ba34c5ad7c0e,fitness,positive,70,,,,
13317,love,10-07-2020 04:42,photo,2c5a6a94-7291-409b-ba32-ba34c5ad7c0e,fitness,positive,65,,,,
13318,adore,12-10-2020 00:59,photo,2c5a6a94-7291-409b-ba32-ba34c5ad7c0e,fitness,positive,72,,,,
13319,hate,28-04-2021 02:35,photo,2c5a6a94-7291-409b-ba32-ba34c5ad7c0e,fitness,negative,5,,,,
13320,heart,27-02-2021 15:24,photo,2c5a6a94-7291-409b-ba32-ba34c5ad7c0e,fitness,positive,60,,,,
13321,cherish,11-11-2020 19:20,photo,2c5a6a94-7291-409b-ba32-ba34c5ad7c0e,fitness,positive,70,,,,
13322,cherish,16-06-2021 06:39,photo,2c5a6a94-7291-409b-ba32-ba34c5ad7c0e,fitness,positive,70,,,,
13323,peeking,16-02-2021 01:11,photo,2c5a6a94-7291-409b-ba32-ba34c5ad7c0e,fitness,neutral,35,,,,
13324,want,23-01-2021 20:46,photo,2c5a6a94-7291-409b-ba32-ba34c5ad7c0e,fitness,positive,70,,,,
13325,intrigued,29-03-2021 20:17,photo,2c5a6a94-7291-409b-ba32-ba34c5ad7c0e,fitness,positive,45,,,,
13326,adore,23-09-2020 03:44,photo,2c5a6a94-7291-409b-ba32-ba34c5ad7c0e,fitness,positive,72,,,,
13327,heart,17-06-2021 08:22,photo,2c5a6a94-7291-409b-ba32-ba34c5ad7c0e,fitness,positive,60,,,,
13328,adore,29-01-2021 15:11,photo,2c5a6a94-7291-409b-ba32-ba34c5ad7c0e,fitness,positive,72,,,,
13329,heart,09-07-2020 19:03,photo,2c5a6a94-7291-409b-ba32-ba34c5ad7c0e,fitness,positive,60,,,,
13330,scared,04-09-2020 05:25,photo,2c5a6a94-7291-409b-ba32-ba34c5ad7c0e,fitness,negative,15,,,,
13331,dislike,28-10-2020 04:10,photo,2c5a6a94-7291-409b-ba32-ba34c5ad7c0e,fitness,negative,10,,,,
13332,indifferent,02-08-2020 07:07,photo,2c5a6a94-7291-409b-ba32-ba34c5ad7c0e,fitness,neutral,20,,,,
13333,disgust,21-05-2021 04:48,photo,2c5a6a94-7291-409b-ba32-ba34c5ad7c0e,fitness,negative,0,,,,
13334,intrigued,21-02-2021 00:50,photo,2c5a6a94-7291-409b-ba32-ba34c5ad7c0e,fitness,positive,45,,,,
13335,scared,02-11-2020 07:06,photo,2c5a6a94-7291-409b-ba32-ba34c5ad7c0e,fitness,negative,15,,,,
13336,scared,24-12-2020 20:59,photo,2c5a6a94-7291-409b-ba32-ba34c5ad7c0e,fitness,negative,15,,,,
13337,super love,15-11-2020 22:33,photo,2c5a6a94-7291-409b-ba32-ba34c5ad7c0e,fitness,positive,75,,,,
13338,hate,11-07-2020 11:07,photo,2c5a6a94-7291-409b-ba32-ba34c5ad7c0e,fitness,negative,5,,,,
13339,super love,10-11-2020 14:33,photo,2c5a6a94-7291-409b-ba32-ba34c5ad7c0e,fitness,positive,75,,,,
13340,love,26-01-2021 23:38,photo,2c5a6a94-7291-409b-ba32-ba34c5ad7c0e,fitness,positive,65,,,,
13341,scared,11-06-2021 19:57,photo,2c5a6a94-7291-409b-ba32-ba34c5ad7c0e,fitness,negative,15,,,,
13342,cherish,07-03-2021 16:21,photo,2c5a6a94-7291-409b-ba32-ba34c5ad7c0e,fitness,positive,70,,,,
13343,indifferent,17-02-2021 22:10,photo,2c5a6a94-7291-409b-ba32-ba34c5ad7c0e,fitness,neutral,20,,,,
13344,cherish,13-10-2020 07:25,photo,2c5a6a94-7291-409b-ba32-ba34c5ad7c0e,fitness,positive,70,,,,
13345,super love,03-12-2020 15:28,photo,2c5a6a94-7291-409b-ba32-ba34c5ad7c0e,fitness,positive,75,,,,
13346,intrigued,18-04-2021 05:49,video,01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,fitness,positive,45,,,,
13347,hate,22-12-2020 19:21,video,01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,fitness,negative,5,,,,
13348,indifferent,15-11-2020 04:24,video,01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,fitness,neutral,20,,,,
13349,super love,22-09-2020 07:20,video,01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,fitness,positive,75,,,,
13350,love,26-08-2020 20:13,video,01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,fitness,positive,65,,,,
13351,want,14-08-2020 16:24,video,01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,fitness,positive,70,,,,
13352,heart,25-05-2021 07:58,video,01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,fitness,positive,60,,,,
13353,dislike,25-07-2020 07:32,video,01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,fitness,negative,10,,,,
13354,intrigued,09-07-2020 04:49,video,01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,fitness,positive,45,,,,
13355,super love,29-06-2020 16:41,video,01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,fitness,positive,75,,,,
